nomFichier;%
5densbis1400;100.0
5densbis1370;94.0
5densbis1360;80.0
5densbis1310;2.0
5densbis1300;0.0
5densbis1330;20.0
5densbis2000;100.0
5densbis1320;12.0
5densbis100;0.0
5densbis1390;100.0
5densbis2499;100.0
5densbis1350;56.0
5densbis1340;36.0
5densbis1380;100.0
