nomFichier;%
1densbis240;92.0
1densbis50;0.0
1densbis180;34.0
1densbis140;0.0
1densbis1000;100.0
1densbis186;44.0
1densbis230;80.0
1densbis200;60.000004
1densbis2499;100.0
1densbis160;18.0
1densbis400;100.0
1densbis100;0.0
1densbis2000;100.0
1densbis270;96.0
