nomFichier;%
2densbis520;0.0
2densbis640;100.0
2densbis580;30.000002
2densbis620;86.0
2densbis1300;100.0
2densbis600;52.0
2densbis560;10.0
2densbis400;0.0
2densbis610;66.0
2densbis2499;100.0
2densbis700;100.0
2densbis1800;100.0
2densbis300;0.0
2densbis100;0.0
