nomFichier;%
3densbis920;20.0
3densbis100;0.0
3densbis1000;100.0
3densbis930;24.0
3densbis890;0.0
3densbis940;44.0
3densbis980;96.0
3densbis990;100.0
3densbis950;58.0
3densbis960;76.0
3densbis800;0.0
3densbis2000;100.0
3densbis970;94.0
3densbis900;2.0
3densbis910;8.0
3densbis2499;100.0
